Participant ID,Name,Competition,Team Name,Category,Detail,Place,Status
48,Stanislav Matveev,Rail Race,N/A,Male 30+,N/A,DQ,DQ
48,Stanislav Matveev,Rail Race,N/A,Expert Male,N/A,DQ,DQ
48,Stanislav Matveev,Stillstand,N/A,Male 19+,00:33.81,10,N/A
48,Stanislav Matveev,Stillstand,N/A,Expert Male,00:33.81,16,N/A
48,Stanislav Matveev,Speed Trials Beginner,N/A,Male 26+,00:09.97,1,N/A
48,Stanislav Matveev,Muni Downhill Elite,N/A,Male,0:04:38,16,N/A
55,Adam Foley,Hockey B,Commonwealth,N/A,3.5 pts,4,N/A
55,Adam Foley,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
55,Adam Foley,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
55,Adam Foley,Muni Downhill Advanced,N/A,Male 19-29,01:59.00,17,N/A
55,Adam Foley,10k Unlimited,N/A,Male 25-29,28:09.914,6,N/A
55,Adam Foley,10k Unlimited,N/A,Expert Male,28:09.914,21,N/A
55,Adam Foley,Muni Cross Country Elite Standard,N/A,Male 19-29,1:18:33,14,N/A
55,Adam Foley,Muni Cross Country Elite Standard,N/A,Expert Male,1:18:33,23,N/A
55,Adam Foley,Rail Race,N/A,Male 22-29,N/A,DQ,DQ
55,Adam Foley,Rail Race,N/A,Expert Male,N/A,DQ,DQ
56,Márk  Fábián,Slow Forward,N/A,Male 16-29,N/A,DQ,DQ
56,Márk  Fábián,Stillstand,N/A,Male 19+,N/A,DQ,DQ
56,Márk  Fábián,Stillstand,N/A,Expert Male,N/A,DQ,DQ
56,Márk  Fábián,Long Jump,N/A,Male 19-29,270 cm,3,N/A
56,Márk  Fábián,High Jump,N/A,Male 19-29,126 cm,2,N/A
56,Márk  Fábián,Platform Long Jump,N/A,Male 19+,255 cm,4,N/A
56,Márk  Fábián,Trials,N/A,Male 24-29,154.0 pts,1,N/A
56,Márk  Fábián,Rail Race,N/A,Male 22-29,37.46s,2,N/A
56,Márk  Fábián,Rail Race,N/A,Expert Male,37.46s,2,N/A
56,Márk  Fábián,Speed Trials Expert,N/A,Male,N/A,5,N/A
56,Márk  Fábián,Speed Trials Beginner,N/A,Male 26+,N/A,DQ,DQ
56,Márk  Fábián,High Jump Expert,N/A,Male,122 cm,2,N/A
56,Márk  Fábián,Long Jump Expert,N/A,Male,285 cm,2,N/A
56,Márk  Fábián,Platform High Jump,N/A,Male 19-29,124 cm,4,N/A
56,Márk  Fábián,Platform High Jump Expert,N/A,Male,131 cm,3,N/A
56,Márk  Fábián,Long Jump on Platform Expert,N/A,Male,270 cm,3,N/A
56,Márk  Fábián,Trials Expert,N/A,Male,10 pts,1,N/A
57,François Wurmser,Muni Downhill Advanced,N/A,Male 30-49,02:32.00,9,N/A
57,François Wurmser,Basketball A,MundoBasket,N/A,3.0 pts,3,N/A
57,François Wurmser,10k Standard,N/A,Male 30-39,N/A,DQ,DQ
57,François Wurmser,10k Standard,N/A,Expert Male,N/A,DQ,DQ
57,François Wurmser,Hockey A,Cycl'hop,N/A,N/A,DQ,DQ
57,François Wurmser,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
58,Tiphaine Vallantin,Muni Downhill Advanced,N/A,Female 19+,03:26.00,14,N/A
58,Tiphaine Vallantin,Cyclocross Standard,N/A,Female 19-29,37:06.000 (4 laps),7,N/A
58,Tiphaine Vallantin,Cyclocross Standard,N/A,Expert Female,37:06.000 (4 laps),16,N/A
58,Tiphaine Vallantin,Basketball B,Roule ta Bille,N/A,N/A,1,N/A
58,Tiphaine Vallantin,Marathon Standard,N/A,Female 21+,2:14:53,3,N/A
58,Tiphaine Vallantin,Marathon Standard,N/A,Expert Female,2:14:53,9,N/A
58,Tiphaine Vallantin,Muni Cross Country Elite Standard,N/A,Female 19+,N/A,DQ,DQ
58,Tiphaine Vallantin,Muni Cross Country Elite Standard,N/A,Expert Female,N/A,DQ,DQ
58,Tiphaine Vallantin,Rail Race,N/A,Female 25+,N/A,DQ,DQ
58,Tiphaine Vallantin,Rail Race,N/A,Expert Female,N/A,DQ,DQ
58,Tiphaine Vallantin,Muni Uphill,N/A,Female 19+,N/A,DQ,DQ
58,Tiphaine Vallantin,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
58,Tiphaine Vallantin,10k Standard,N/A,Female 19-29,42:24.093,8,N/A
58,Tiphaine Vallantin,10k Standard,N/A,Expert Female,42:24.093,48,N/A
58,Tiphaine Vallantin,Trials,N/A,Female 21+,N/A,DQ,DQ
59,Noé Rubinstein,Muni Uphill,N/A,Male 19-29,10:05.00,17,N/A
59,Noé Rubinstein,Muni Uphill,N/A,Expert Male,10:05.00,37,N/A
59,Noé Rubinstein,Muni Downhill Advanced,N/A,Male 19-29,02:20.00,22,N/A
59,Noé Rubinstein,Cyclocross Standard,N/A,Male 19-29,28:59.000 (4 laps),10,N/A
59,Noé Rubinstein,Cyclocross Standard,N/A,Expert Male,28:59.000 (4 laps),20,N/A
59,Noé Rubinstein,Marathon Standard,N/A,Male 21-29,2:03:44,2,N/A
59,Noé Rubinstein,Marathon Standard,N/A,Expert Male,2:03:44,10,N/A
59,Noé Rubinstein,Long Jump,N/A,Male 19-29,N/A,DQ,DQ
59,Noé Rubinstein,High Jump,N/A,Male 19-29,N/A,DQ,DQ
59,Noé Rubinstein,Muni Cross Country Elite Standard,N/A,Male 19-29,1:17:49,12,N/A
59,Noé Rubinstein,Muni Cross Country Elite Standard,N/A,Expert Male,1:17:49,21,N/A
59,Noé Rubinstein,Trials,N/A,Male 24-29,15.0 pts,10,N/A
59,Noé Rubinstein,Rail Race,N/A,Male 22-29,N/A,DQ,DQ
59,Noé Rubinstein,Rail Race,N/A,Expert Male,N/A,DQ,DQ
59,Noé Rubinstein,Speed Trials Beginner,N/A,Male 26+,N/A,DQ,DQ
59,Noé Rubinstein,10k Unlimited,N/A,Male 25-29,29:53.020,8,N/A
59,Noé Rubinstein,10k Unlimited,N/A,Expert Male,29:53.020,29,N/A
61,Emma Ring,Large Group,Danish Freestyle Team,Expert,N/A,3,N/A
61,Emma Ring,Individual Freestyle,N/A,13-13.5 Female,N/A,2,N/A
61,Emma Ring & Josefine  Faurby,Pairs Freestyle,N/A,13-14,N/A,1,N/A
61,Emma Ring,X-Style Jr. Female,N/A,N/A,3.0 pts,3,N/A
61,Emma Ring,400m,N/A,Female 13-14,01:20.735,25,N/A
61,Emma Ring,50m One-Foot,N/A,Female 13-14,N/A,DQ,DQ
61,Emma Ring,IUF Slalom,N/A,Female 13-14,00:25.33,24,N/A
61,Emma Ring,30m Wheel Walk,N/A,Female 13-14,N/A,DQ,DQ
61,Emma Ring,4x100 Relay,Luck Stars,15+,01:13.730,19,N/A
61,Emma Ring,100m,N/A,Female 13-14,00:17.430,17,N/A
61,Emma Ring,Muni Cross Country Beginner,N/A,Female 0-14,0:27:43,1,N/A
61,Emma Ring,Cyclocross Standard,N/A,Female 0-14,34:38.000 (4 laps),4,N/A
61,Emma Ring,Cyclocross Standard,N/A,Expert Female,34:38.000 (4 laps),15,N/A
61,Emma Ring,Rail Race,N/A,Female 0-13,8.5m,1,N/A
61,Emma Ring,Rail Race,N/A,Expert Female,8.5m,6,N/A
63,Thomas Ring,100m,N/A,Male 13-14,00:17.125,10,N/A
63,Thomas Ring,IUF Slalom,N/A,Male 13-14,N/A,DQ,DQ
63,Thomas Ring,4x100 Relay,rød grød med fløde,0-14,01:09.726,8,N/A
63,Thomas Ring,Muni Cross Country Beginner,N/A,Male 0-14,0:54:57,11,N/A
63,Thomas Ring,Cyclocross Standard,N/A,Male 0-14,34:15.000 (4 laps),5,N/A
63,Thomas Ring,Cyclocross Standard,N/A,Expert Male,34:15.000 (4 laps),44,N/A
63,Thomas Ring,Long Jump,N/A,Male 0-14,155 cm,2,N/A
63,Thomas Ring,High Jump,N/A,Male 0-14,56 cm,1,N/A
63,Thomas Ring,Trials,N/A,Male 0-14,27.0 pts,1,N/A
63,Thomas Ring,Rail Race,N/A,Male 13-14,N/A,DQ,DQ
63,Thomas Ring,Rail Race,N/A,Expert Male,N/A,DQ,DQ
63,Thomas Ring,Hockey B,Danish Dynamite 2,N/A,6.0 pts,6,N/A
63,Thomas Ring,Speed Trials Beginner,N/A,Male 0-18,00:10.68,2,N/A
63,Thomas Ring,Platform High Jump,N/A,Male 0-18,59 cm,8,N/A
65,Baptiste Albert,Slow Forward,N/A,Male 16-29,N/A,DQ,DQ
65,Baptiste Albert,Muni Uphill,N/A,Male 19-29,04:35.60,9,N/A
65,Baptiste Albert,Muni Uphill,N/A,Expert Male,04:35.60,17,N/A
65,Baptiste Albert,100m,N/A,Male 19-29,00:16.632,12,N/A
65,Baptiste Albert,400m,N/A,Male 19-29,01:07.874,13,N/A
65,Baptiste Albert,50m One-Foot,N/A,Male 19-29,00:10.079,10,N/A
65,Baptiste Albert,800m,N/A,Male 19-29,02:33.489,16,N/A
65,Baptiste Albert,IUF Slalom,N/A,Male 19-29,00:21.32,9,N/A
65,Baptiste Albert,Stillstand,N/A,Male 19+,00:31.85,11,N/A
65,Baptiste Albert,Stillstand,N/A,Expert Male,00:31.85,17,N/A
65,Baptiste Albert,30m Wheel Walk,N/A,Male 19-29,N/A,DQ,DQ
65,Baptiste Albert,Muni Downhill Advanced,N/A,Male 19-29,01:38.00,10,N/A
65,Baptiste Albert,Slow Forward Expert,N/A,Male,N/A,DQ,DQ
65,Baptiste Albert,10k Standard,N/A,Male 19-29,N/A,DQ,DQ
65,Baptiste Albert,10k Standard,N/A,Expert Male,N/A,DQ,DQ
65,Baptiste Albert,Slow Backward,N/A,Male 16-29,00:31.69,3,N/A
65,Baptiste Albert,Muni Cross Country Elite Standard,N/A,Male 19-29,N/A,DQ,DQ
65,Baptiste Albert,Muni Cross Country Elite Standard,N/A,Expert Male,N/A,DQ,DQ
65,Baptiste Albert,Basketball A,Cycl'ass,N/A,2.0 pts,2,N/A
65,Baptiste Albert,Hockey A,Cycl'hop,N/A,N/A,DQ,DQ
65,Baptiste Albert,Muni Downhill Elite,N/A,Male,N/A,DQ,DQ
66,Victoria Senyuk,Muni Uphill,N/A,Female 19+,N/A,DQ,DQ
66,Victoria Senyuk,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
66,Victoria Senyuk,100m,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,400m,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,800m,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,IUF Slalom,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,Muni Downhill Beginner,N/A,Female 15-29,N/A,DQ,DQ
66,Victoria Senyuk,Muni Cross Country Beginner,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,Cyclocross Standard,N/A,Female 19-29,N/A,DQ,DQ
66,Victoria Senyuk,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
69,Fabrice Stain,Muni Downhill Beginner,N/A,Male 30-49,0:05:36,6,N/A
69,Fabrice Stain,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
69,Fabrice Stain,Cyclocross Standard,N/A,Male 30-49,35:28.000 (3 laps),10,N/A
69,Fabrice Stain,Cyclocross Standard,N/A,Expert Male,35:28.000 (3 laps),62,N/A
69,Fabrice Stain,Basketball B,Roule ta Bille,N/A,N/A,1,N/A
69,Fabrice Stain,10k Standard,N/A,Male 30-39,1:09:46.435,5,N/A
69,Fabrice Stain,10k Standard,N/A,Expert Male,1:09:46.435,114,N/A
69,Fabrice Stain,Marathon Standard,N/A,Male 30+,N/A,DQ,DQ
69,Fabrice Stain,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
69,Fabrice Stain,Trials,N/A,Male 30+,5.0 pts,14,N/A
70,Nicolas Neumann,Flatland,N/A,Expert Male,N/A,3,N/A
76,Edd Hawkes,Speed Trials Expert,N/A,Male,N/A,DQ,DQ
76,Edd Hawkes,Muni Downhill Advanced,N/A,Male 30-49,01:48.00,4,N/A
76,Edd Hawkes,Slopestyle Street,N/A,Advanced Male Prelim,N/A,DQ,DQ
76,Edd Hawkes,High Jump,N/A,Male 30+,90 cm,1,N/A
76,Edd Hawkes,Long Jump,N/A,Male 30+,255 cm,1,N/A
76,Edd Hawkes,Platform Long Jump,N/A,Male 19+,190 cm,19,N/A
76,Edd Hawkes,Trials,N/A,Male 30+,69.0 pts,1,N/A
76,Edd Hawkes,Speed Trials Beginner,N/A,Male 26+,N/A,DQ,DQ
76,Edd Hawkes,Platform High Jump,N/A,Male 30+,88 cm,1,N/A
76,Edd Hawkes,Rail Race,N/A,Male 30+,5.1m,2,N/A
76,Edd Hawkes,Rail Race,N/A,Expert Male,5.1m,27,N/A
79,Andrea Worsøe,Individual Freestyle,N/A,Junior Expert Female,N/A,6,N/A
79,Andrea Worsøe,Large Group,Danish Freestyle Team,Expert,N/A,3,N/A
79,Andrea Worsøe,X-Style Jr. Female,N/A,N/A,2.0 pts,2,N/A
79,Andrea Worsøe,100m,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,400m,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,50m One-Foot,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,Track Coasting,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,Track Coasting,N/A,Expert Female,N/A,DQ,DQ
79,Andrea Worsøe,30m Wheel Walk,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,4x100 Relay,79_408_601_716,0-14,N/A,DQ,DQ
79,Andrea Worsøe,IUF Slalom,N/A,Female 13-14,N/A,DQ,DQ
79,Andrea Worsøe,Cyclocross Standard,N/A,Female 0-14,N/A,DQ,DQ
79,Andrea Worsøe,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
79,Andrea Worsøe,Long Jump,N/A,Female 0-14,N/A,DQ,DQ
79,Andrea Worsøe,High Jump,N/A,Female 0-14,N/A,DQ,DQ
80,Joshua Ehrlich,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
80,Joshua Ehrlich,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
80,Joshua Ehrlich,Muni Downhill Beginner,N/A,Male 15-29,0:06:25,12,N/A
80,Joshua Ehrlich,10k Unlimited,N/A,Male 25-29,32:22.724,10,N/A
80,Joshua Ehrlich,10k Unlimited,N/A,Expert Male,32:22.724,37,N/A
80,Joshua Ehrlich,Muni Cross Country Elite Unlimited,N/A,Male 0-29,2:00:40,7,N/A
80,Joshua Ehrlich,Muni Cross Country Elite Unlimited,N/A,Expert Male,2:00:40,14,N/A
80,Joshua Ehrlich,100k Unlimited Solo,N/A,Male 25-29,6:27:09 (4 laps),6,N/A
80,Joshua Ehrlich,100k Unlimited Solo,N/A,Expert Male,6:27:09 (4 laps),28,N/A
81,Eléonore Cauquil,Large Group,DFT Aspirant,Expert,N/A,10,N/A
81,Eléonore Cauquil,Individual Freestyle,N/A,21-23 Female,N/A,5,N/A
81,Eléonore Cauquil,Downhill Gliding,N/A,Female 19+,00:36.73,8,N/A
81,Eléonore Cauquil,Downhill Gliding,N/A,Expert Female,00:36.73,44,N/A
81,Eléonore Cauquil,Stillstand,N/A,Female 15+,00:07.65,11,N/A
81,Eléonore Cauquil,Stillstand,N/A,Expert Female,00:07.65,21,N/A
81,Eléonore Cauquil,Muni Downhill Beginner,N/A,Female 15-29,0:03:51,7,N/A
81,Eléonore Cauquil,Trials,N/A,Female 21+,N/A,DQ,DQ
81,Eléonore Cauquil,Rail Race,N/A,Female 20-24,N/A,DQ,DQ
81,Eléonore Cauquil,Rail Race,N/A,Expert Female,N/A,DQ,DQ
81,Eléonore Cauquil,Hockey B,Danish Dynamite 2,N/A,6.0 pts,6,N/A
82,Martin Schmid,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
82,Martin Schmid,Cyclocross Unlimited,N/A,Male 30+,N/A,DQ,DQ
82,Martin Schmid,Cyclocross Unlimited,N/A,Expert Male,N/A,DQ,DQ
82,Martin Schmid,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
82,Martin Schmid,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
82,Martin Schmid,Muni Downhill Advanced,N/A,Male 30-49,N/A,DQ,DQ
82,Martin Schmid,10k Unlimited,N/A,Male 40-49,N/A,DQ,DQ
82,Martin Schmid,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
82,Martin Schmid,Marathon Unlimited,N/A,Male 40-49,N/A,DQ,DQ
82,Martin Schmid,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
83,Adrien Lichtfouse l,Basketball A,Woom,N/A,1.0 pts,1,N/A
85,Peter Haworth,Hockey B,Commonwealth,N/A,3.5 pts,4,N/A
85,Peter Haworth,Basketball B,UDC Russia,N/A,N/A,4,N/A
86,Helene Kragelund,Large Group,Danish Freestyle Team,Expert,N/A,3,N/A
86,Helene Kragelund & Freja Bjerregaard,Pairs Freestyle,N/A,16,N/A,5,N/A
86,Helene Kragelund,Individual Freestyle,N/A,15 Female,N/A,3,N/A
86,Helene Kragelund,X-Style Female 15+ Prelim 1,N/A,N/A,7.0 pts,7,N/A
86,Helene Kragelund,100m,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,400m,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,50m One-Foot,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,800m,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,Downhill Gliding,N/A,Female 15-18,00:30.00,9,N/A
86,Helene Kragelund,Downhill Gliding,N/A,Expert Female,00:30.00,39,N/A
86,Helene Kragelund,IUF Slalom,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,Stillstand,N/A,Female 15+,N/A,DQ,DQ
86,Helene Kragelund,Stillstand,N/A,Expert Female,N/A,DQ,DQ
86,Helene Kragelund,Track Coasting,N/A,Female 15-18,17.7m,13,N/A
86,Helene Kragelund,Track Coasting,N/A,Expert Female,17.7m,27,N/A
86,Helene Kragelund,30m Wheel Walk,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,4x100 Relay,Luck Stars,15+,01:13.730,19,N/A
86,Helene Kragelund,Muni Cross Country Beginner,N/A,Female 15-18,0:30:35,3,N/A
86,Helene Kragelund,Long Jump,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,High Jump,N/A,Female 15-18,N/A,DQ,DQ
86,Helene Kragelund,Hockey B,Danish Dynamite 2,N/A,6.0 pts,6,N/A
90,Jolan Jacobs,Slow Forward,N/A,Male 13-15,00:16.86,7,N/A
90,Jolan Jacobs,100m,N/A,Male 15-18,00:18.377,19,N/A
90,Jolan Jacobs,400m,N/A,Male 15-18,01:08.496,11,N/A
90,Jolan Jacobs,800m,N/A,Male 15-18,02:20.094,7,N/A
90,Jolan Jacobs,IUF Slalom,N/A,Male 15-18,00:27.85,24,N/A
90,Jolan Jacobs,4x100 Relay,90_168_719_741,15+,01:07.788,16,N/A
90,Jolan Jacobs,Cyclocross Standard,N/A,Male 15-18,31:17.000 (4 laps),13,N/A
90,Jolan Jacobs,Cyclocross Standard,N/A,Expert Male,31:17.000 (4 laps),35,N/A
90,Jolan Jacobs,10k Standard,N/A,Male 15-18,35:22.657,5,N/A
90,Jolan Jacobs,10k Standard,N/A,Expert Male,35:22.657,17,N/A
90,Jolan Jacobs,Marathon Standard,N/A,Male 15-20,1:52:42,4,N/A
90,Jolan Jacobs,Marathon Standard,N/A,Expert Male,1:52:42,6,N/A
90,Jolan Jacobs,Muni Uphill,N/A,Male 15-18,N/A,DQ,DQ
90,Jolan Jacobs,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
90,Jolan Jacobs,Slow Backward,N/A,Male 13-15,N/A,DQ,DQ
90,Jolan Jacobs,100k Standard Solo,N/A,Male 0-22,4:47:22 (4 laps),2,N/A
90,Jolan Jacobs,100k Standard Solo,N/A,Expert Male,4:47:22 (4 laps),4,N/A
94,Selma Stensland,50m One-Foot,N/A,Female 30+,N/A,DQ,DQ
94,Selma Stensland,Slow Forward,N/A,Female 16+,N/A,DQ,DQ
94,Selma Stensland,100m,N/A,Female 40+,00:22.033,6,N/A
94,Selma Stensland,400m,N/A,Female 40+,01:30.677,3,N/A
94,Selma Stensland,800m,N/A,Female 40+,03:04.862,3,N/A
94,Selma Stensland,IUF Slalom,N/A,Female 30+,00:29.81,5,N/A
94,Selma Stensland,Muni Downhill Beginner,N/A,Female 30+,0:05:13,4,N/A
94,Selma Stensland,4x100 Relay,94_146_439_456,15+,01:57.194,25,N/A
94,Selma Stensland,Muni Cross Country Beginner,N/A,Female 30+,0:35:56,3,N/A
94,Selma Stensland,Cyclocross Standard,N/A,Female 30+,31:54.000 (3 laps),1,N/A
94,Selma Stensland,Cyclocross Standard,N/A,Expert Female,31:54.000 (3 laps),23,N/A
94,Selma Stensland,10k Standard,N/A,Female 30+,47:28.538,7,N/A
94,Selma Stensland,10k Standard,N/A,Expert Female,47:28.538,59,N/A
95,Daniel Lang,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
95,Daniel Lang,Cyclocross Standard,N/A,Male 30-49,N/A,DQ,DQ
95,Daniel Lang,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
95,Daniel Lang,10k Unlimited,N/A,Male 30-39,40:59.440,9,N/A
95,Daniel Lang,10k Unlimited,N/A,Expert Male,40:59.440,50,N/A
95,Daniel Lang,Marathon Unlimited,N/A,Male 30-39,N/A,DQ,DQ
95,Daniel Lang,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
95,Daniel Lang,100k Unlimited Solo,N/A,Male 30-39,N/A,DQ,DQ
95,Daniel Lang,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
96,Gabriel Berset,Basketball A,Cycl'ass,N/A,2.0 pts,2,N/A
97,Lalenia Hirte,Cyclocross Standard,N/A,Female 19-29,34:19.000 (4 laps),6,N/A
97,Lalenia Hirte,Cyclocross Standard,N/A,Expert Female,34:19.000 (4 laps),14,N/A
97,Lalenia Hirte,Speed Trials Expert,N/A,Female,N/A,3,N/A
97,Lalenia Hirte,Long Jump,N/A,Female 19+,195 cm,1,N/A
97,Lalenia Hirte,Muni Uphill,N/A,Female 19+,N/A,DQ,DQ
97,Lalenia Hirte,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
97,Lalenia Hirte,100m,N/A,Female 19-29,00:16.089,7,N/A
97,Lalenia Hirte,400m,N/A,Female 19-29,N/A,DQ,DQ
97,Lalenia Hirte,50m One-Foot,N/A,Female 19-29,00:09.473,7,N/A
97,Lalenia Hirte,800m,N/A,Female 19-29,02:29.868,11,N/A
97,Lalenia Hirte,Downhill Gliding,N/A,Female 19+,00:23.24,4,N/A
97,Lalenia Hirte,Downhill Gliding,N/A,Expert Female,00:23.24,27,N/A
97,Lalenia Hirte,IUF Slalom,N/A,Female 19-29,00:22.38,11,N/A
97,Lalenia Hirte,Track Coasting,N/A,Female 19+,84.4m,6,N/A
97,Lalenia Hirte,Track Coasting,N/A,Expert Female,84.4m,10,N/A
97,Lalenia Hirte,30m Wheel Walk,N/A,Female 19-29,N/A,DQ,DQ
97,Lalenia Hirte,Muni Downhill Advanced,N/A,Female 19+,02:53.00,11,N/A
97,Lalenia Hirte,Muni Cross Country Beginner,N/A,Female 19-29,0:29:10,4,N/A
97,Lalenia Hirte,High Jump,N/A,Female 19+,54 cm,2,N/A
97,Lalenia Hirte,Platform Long Jump,N/A,Female 19+,140 cm,2,N/A
97,Lalenia Hirte,Trials,N/A,Female 21+,27.0 pts,1,N/A
97,Lalenia Hirte,Rail Race,N/A,Female 25+,6.8m,1,N/A
97,Lalenia Hirte,Rail Race,N/A,Expert Female,6.8m,7,N/A
97,Lalenia Hirte,Speed Trials Beginner,N/A,Female 19+,N/A,DQ,DQ
97,Lalenia Hirte,High Jump Expert,N/A,Female,52 cm,5,N/A
97,Lalenia Hirte,Long Jump Expert,N/A,Female,200 cm,3,N/A
97,Lalenia Hirte,Platform High Jump,N/A,Female 19+,50 cm,3,N/A
97,Lalenia Hirte,Platform High Jump Expert,N/A,Female,51 cm,5,N/A
97,Lalenia Hirte,Long Jump on Platform Expert,N/A,Female,150 cm,4,N/A
97,Lalenia Hirte,Trials Expert,N/A,Female,7 pts,1,N/A
99,Minako Nagahama,Slow Forward,N/A,Female 16+,00:15.21,13,N/A
99,Minako Nagahama,100m,N/A,Female 19-29,00:15.804,6,N/A
99,Minako Nagahama,400m,N/A,Female 19-29,01:06.586,7,N/A
99,Minako Nagahama,50m One-Foot,N/A,Female 19-29,N/A,DQ,DQ
99,Minako Nagahama,800m,N/A,Female 19-29,02:18.651,6,N/A
99,Minako Nagahama,Downhill Gliding,N/A,Female 19+,N/A,DQ,DQ
99,Minako Nagahama,Downhill Gliding,N/A,Expert Female,N/A,DQ,DQ
99,Minako Nagahama,IUF Slalom,N/A,Female 19-29,00:21.90,9,N/A
99,Minako Nagahama,Stillstand,N/A,Female 15+,00:04.40,21,N/A
99,Minako Nagahama,Stillstand,N/A,Expert Female,00:04.40,37,N/A
99,Minako Nagahama,Track Coasting,N/A,Female 19+,11m,13,N/A
99,Minako Nagahama,Track Coasting,N/A,Expert Female,11m,37,N/A
99,Minako Nagahama,30m Wheel Walk,N/A,Female 19-29,00:08.094,6,N/A
99,Minako Nagahama,10k Unlimited,N/A,Female 19-29,32:31.014,4,N/A
99,Minako Nagahama,10k Unlimited,N/A,Expert Female,32:31.014,10,N/A
99,Minako Nagahama,Long Jump,N/A,Female 19+,N/A,DQ,DQ
99,Minako Nagahama,Slow Backward,N/A,Female 16+,N/A,DQ,DQ
99,Minako Nagahama,High Jump,N/A,Female 19+,N/A,DQ,DQ
99,Minako Nagahama,Platform Long Jump,N/A,Female 19+,N/A,DQ,DQ
99,Minako Nagahama,4x100 Relay,Cherry Blossoms,15+,01:04.946,12,N/A
99,Minako Nagahama,Platform High Jump,N/A,Female 19+,N/A,DQ,DQ
100,Jamey Mossengren,Muni Uphill,N/A,Male 30-49,05:09.30,5,N/A
100,Jamey Mossengren,Muni Uphill,N/A,Expert Male,05:09.30,22,N/A
100,Jamey Mossengren,Downhill Gliding,N/A,Male 30+,00:24.59,2,N/A
100,Jamey Mossengren,Downhill Gliding,N/A,Expert Male,00:24.59,24,N/A
100,Jamey Mossengren,Track Coasting,N/A,Male 19+,N/A,DQ,DQ
100,Jamey Mossengren,Track Coasting,N/A,Expert Male,N/A,DQ,DQ
100,Jamey Mossengren,Muni Downhill Advanced,N/A,Male 30-49,01:51.00,5,N/A
100,Jamey Mossengren,Cyclocross Unlimited,N/A,Male 30+,49:45.000 (4 laps),7,N/A
100,Jamey Mossengren,Cyclocross Unlimited,N/A,Expert Male,49:45.000 (4 laps),15,N/A
100,Jamey Mossengren,Basketball B,Australia,N/A,N/A,2,N/A
100,Jamey Mossengren,10k Unlimited,N/A,Male 30-39,26:13.548,3,N/A
100,Jamey Mossengren,10k Unlimited,N/A,Expert Male,26:13.548,16,N/A
100,Jamey Mossengren,Marathon Unlimited,N/A,Male 30-39,N/A,DQ,DQ
100,Jamey Mossengren,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
100,Jamey Mossengren,Muni Cross Country Elite Unlimited,N/A,Male 30+,N/A,DQ,DQ
100,Jamey Mossengren,Muni Cross Country Elite Unlimited,N/A,Expert Male,N/A,DQ,DQ
100,Jamey Mossengren,Hockey B,Australia Yellow,N/A,1.0 pts,1,N/A
103,Liroy Haas,Cyclocross Standard,N/A,Male 15-18,30:30.000 (4 laps),11,N/A
